"구명","대여소ID","대여소번호","대여소명","대여소 주소","거치대수","위도","경도"
"광진구","ST-980","593","자양중앙나들목","서울특별시 광진구 자양강변길 301광진구 자양2동 705","5","37.528587","127.077873"
"구로구","ST-662","1901","신도림동주민센터 앞","서울특별시 구로구 신도림로 40구로구 신도림동 397-32","10","37.507332","126.87973"
"구로구","ST-663","1904","도림천역 1번 출구 앞","서울특별시 구로구 경인로67길 160구로구 신도림동 323-16","10","37.51424","126.882874"
"구로구","ST-664","1906","신도림역 1번 출구 앞","서울특별시 구로구 경인로 688구로구 신도림동 348-1","20","37.50972","126.890099"
"구로구","ST-665","1907","구일우성(아) 육교 밑","서울특별시 구로구 구일로2길 59구로구 구로동 685-524","12","37.489632","126.876259"
"구로구","ST-666","1908","해원리바파크 육교 밑","서울특별시 구로구 구일로 110구로구 구로동 642-107","10","37.495285","126.872162"
"구로구","ST-667","1910","낙원교회 맞은편","서울특별시 구로구 구로동로42길 43구로구 구로동 454-92","5","37.497505","126.884377"
"구로구","ST-668","1911","구로디지털단지역 앞","서울특별시 구로구 시흥대로 577-2구로구 구로동 1119","10","37.48494","126.901321"
"구로구","ST-669","1912","한신휴아파트 앞","서울특별시 구로구 디지털로31길 120구로구 구로동 772","10","37.4888","126.890663"
"구로구","ST-670","1913","구로리공원","서울특별시 구로구 구로중앙로 13구로구 구로동 136-14","10","37.491032","126.892151"
"구로구","ST-918","1914","대림역4번출구","서울특별시 구로구 도림천로 351구로구 구로동 72-9","10","37.494591","126.893921"
"구로구","ST-671","1916","구로중학교앞","서울특별시 구로구 구로중앙로 48구로구 구로동 65","10","37.494141","126.889984"
"구로구","ST-674","1924","삼부르네상스파크빌","서울특별시 구로구 남부순환로 1299구로구 가리봉동 127-30","10","37.478741","126.895096"
"구로구","ST-919","1925","동양미래대학교 정문 옆","서울특별시 구로구 경인로 445구로구 고척동 63-3","20","37.499889","126.867699"
"구로구","ST-675","1928","고척스카이돔구장 광장","서울특별시 구로구 경인로 430구로구 고척동 63-5","10","37.49947","126.868401"
"구로구","ST-676","1929","고척근린공원 고척도서관 앞","서울특별시 구로구 고척로45길 31구로구 고척동 산 9-14","10","37.505135","126.85276"
"구로구","ST-677","1930","개봉지구대 개봉치안센터","서울특별시 구로구 경인로 293구로구 개봉동 139-4","7","37.497684","126.853729"
"구로구","ST-920","1931","개봉역(북측광장)","서울특별시 구로구 경인로40길 47구로구 개봉동 416-99","10","37.494995","126.858253"
"구로구","ST-678","1933","개봉푸르지오아파트 상가","서울특별시 구로구 남부순환로 775구로구 개봉동 92-1","10","37.501583","126.84687"
"구로구","ST-870","1936","개봉역 1번 출구 자전거보관서쪽","서울특별시 구로구 경인로40길 47구로구 개봉동 202-42","10","37.494282","126.859215"
"구로구","ST-679","1937","한진아파트 입구","서울특별시 구로구 개봉로3길 87구로구 개봉동 375-4","15","37.486061","126.852013"
"구로구","ST-872","1943","온수역 북측","서울특별시 구로구 경인로3길 지하 64구로구 온수동 119-4","10","37.49279","126.824524"
"구로구","ST-873","1946","구로역 광장","서울특별시 구로구 구로중앙로 174구로동 603-26","10","37.503117","126.880386"
"구로구","ST-874","1951","천왕이펜하우스 4단지 상가 앞","서울특별시 구로구 천왕로 9구로구 천왕동 79-11","20","37.480289","126.8395"
"구로구","ST-875","1952","천왕연지타운2단지 앞","서울특별시 구로구 오리로 1102-10구로구 천왕동 257-82","15","37.482105","126.845726"
"구로구","ST-876","1953","천왕역 4번출구 뒤","서울특별시 구로구 오리로 지하 1154구로구 오류동 174-6","20","37.486385","126.839211"
"구로구","ST-936","1955","디지털입구 교차로","서울특별시 구로구 시흥대로 551디지털입구 교차로","10","37.482883","126.901039"
"구로구","ST-1218","1956","도야미리숯불갈비 앞","서울특별시 구로구 신도림로 67도야미리숯불갈비 앞","10","37.51001","126.88205"
"구로구","ST-1219","1957","구일고등학교 정문","서울특별시 구로구 구일로 90-51구일고등학교 정문","15","37.493401","126.874329"
"구로구","ST-1220","1958","강서수도사업소민원센터","서울특별시 구로구 가마산로 272강서수도사업소민원센터","10","37.495781","126.890121"
"구로구","ST-1221","1959","구로구의회 앞","서울특별시 구로구 가마산로25길 9-24구로구의회 앞","10","37.496456","126.889587"
"구로구","ST-1222","1960","화광신문사 앞","서울특별시 구로구 공원로 68화광신문사 앞","10","37.50285","126.889481"
"구로구","ST-1223","1961","신도림테크노근린공원","서울특별시 구로구 새말로 121-15신도림테크노근린공원","15","37.508194","126.891304"
"구로구","ST-1224","1962","가리봉동주민센터","서울특별시 구로구 디지털로26길 5가리봉동주민센터","15","37.481602","126.892799"
"구로구","ST-1226","1964","원메디타운 앞","서울특별시 구로구 경인로 403원메디타운 앞","10","37.49789","126.864502"
"구로구","ST-1227","1965","삼환로즈빌아파트 105동 옆","서울특별시 구로구 경인로 343삼환로즈빌아파트 105동 옆","15","37.497231","126.859192"
"구로구","ST-1228","1966","한마을아파트 정문상가","서울특별시 구로구 경인로 382한마을아파트 정문상가","10","37.496498","126.863098"
"구로구","ST-1229","1967","참새공원(백곡경노당)","서울특별시 구로구 고척로21길 85참새공원(백곡경노당)","10","37.505138","126.844337"
"구로구","ST-1230","1968","동인오피스텔 건너편 소공원","서울특별시 구로구 고척로22길 64동인오피스텔 건너편 소공원","12","37.498482","126.847504"
"구로구","ST-1231","1969","궁동생태공원","서울특별시 구로구 오리로 1352궁동생태공원","10","37.501904","126.828964"
"구로구","ST-1233","1971","오정초교 앞 보도육교","서울특별시 구로구 경인로2길 10오청초교 앞 보도육교","10","37.490723","126.826393"
"구로구","ST-1235","1973","오리로와 서해안도로 교차로 앞","서울특별시 구로구 오리로 1181오리로와 서해안도로 교차로 앞","10","37.488598","126.836494"
"구로구","ST-1236","1974","신도림2차e편한세상아파트 203동 앞","서울특별시 구로구 신도림로 16신도림2차e편한세상아파트 203동 앞","10","37.50518","126.882538"
"구로구","ST-1237","1975","대림역 1번 출입구 밑","서울특별시 구로구 도림천로 351대림역 1번 출입구 밑","10","37.49258","126.894737"
"구로구","ST-1238","1976","남구로역 5번 출입구 앞","서울특별시 구로구 도림로 지하 7남구로역 5번 출입구 앞","10","37.48568","126.886703"
"구로구","ST-1239","1977","천왕역 1번 출입구 앞","서울특별시 구로구 오리로 지하 1154천왕역 1번 출입구 앞","15","37.48621","126.838821"
"구로구","ST-1241","1979","구로1동우체국 앞","서울특별시 구로구 구일로 64구로1동우체국 앞","10","37.492031","126.873772"
"구로구","ST-1243","1981","천왕이펜하우스5단지 앞","서울특별시 구로구 천왕로 10천왕이펜하우스5단지 앞","10","37.479431","126.842697"
"구로구","ST-1273","1983","구로동롯데아파트","서울특별시 구로구 새말로 31구로동롯데아파트","10","37.502548","126.883881"
"구로구","ST-1274","1984","구로구청","서울특별시 구로구 가마산로 245구로구청","10","37.495266","126.888474"
"구로구","ST-1275","1985","구로도서관","서울특별시 구로구 공원로 15구로도서관","20","37.498516","126.891991"
"구로구","ST-1521","1986","태평양물산빌딩","서울특별시 구로구 디지털로31길 12태평양물산IT빌딩 앞","15","37.484859","126.895187"
"구로구","ST-1522","1987","개봉아이파크아파트 앞","서울특별시 구로구 개봉로2길 133-15개봉아이파크아파트 앞","15","37.490341","126.860931"
"구로구","ST-1523","1988","고척LIGA아파트 앞","서울특별시 구로구 중앙로 100고척LIGA아파트 앞","20","37.50605","126.860786"
"구로구","ST-1526","1991","오류동역 맞은편","서울특별시 구로구 경인로 219동방서적","10","37.496761","126.844963"
"구로구","ST-1528","1993","금강수목원아파트 앞","서울특별시 구로구 오리로 1197금강수목원아파트 앞","10","37.48938","126.834198"
"구로구","ST-1529","1994","삼성전자 물류센터 앞","서울특별시 구로구 구일로 126삼성전자 물류센터 앞","10","37.496998","126.87178"
"금천구","ST-619","1804","독산역 2번출구 자전거주차장","서울특별시 금천구 벚꽃로 115가산동 680-2 독산역 2번출구 뒤편 자전거 주차장","10","37.46653","126.888718"
"금천구","ST-620","1805","서울디지털운동장 앞","서울특별시 금천구 가산디지털2로 151가산동 459-16","10","37.482288","126.877769"
"금천구","ST-621","1806","에이스하이엔드타워9차 앞","서울특별시 금천구 가산디지털1로 233가산동 602-3","10","37.486214","126.878639"
"금천구","ST-622","1808","에이스하이엔드타워8차 앞","서울특별시 금천구 가산디지털1로 84가산동 345-5","20","37.473209","126.884941"
"금천구","ST-623","1809","LG전자 별관동(호서대 벤처타워 맞은편)","서울특별시 금천구 가산디지털1로 63가산동 319-11","10","37.470779","126.885155"
"금천구","ST-624","1812","갑을그레이트밸리 앞","서울특별시 금천구 디지털로9길 32가산동 60-35","10","37.479031","126.887299"
"금천구","ST-625","1814","두산위브아파트 옆 상가건물 앞","서울특별시 금천구 가산로 99가산동 153-16","8","37.47422","126.894127"
"금천구","ST-626","1816","금천폭포공원 앞","서울특별시 금천구 시흥대로38길 61시흥동 1001-1","20","37.446861","126.903831"
"금천구","ST-642","1819","금천구청 앞 자전거거치대","서울특별시 금천구 시흥대로73길 70시흥동 1020","10","37.456478","126.895927"
"금천구","ST-628","1820","신한은행 시흥대로금융센터지점","서울특별시 금천구 시흥대로 446시흥동 1001-7","10","37.44334","126.903358"
"금천구","ST-629","1821","홈플러스 시흥점 맞은편 다비치안경 앞","서울특별시 금천구 시흥대로 198시흥동 1000-92","10","37.451458","126.902115"
"금천구","ST-630","1822","서울 시흥동우체국 앞","서울특별시 금천구 시흥대로 217시흥동 1000-71","10","37.452991","126.900909"
"금천구","ST-631","1823","상신정비공업 앞","서울특별시 금천구 시흥대로 287독산동 1080-8","20","37.458912","126.89859"
"금천구","ST-632","1824","독산근린공원 입구","서울특별시 금천구 독산동 독산동 1086 (금천교 사거리 독산근린공원 입구)","15","37.46455","126.883728"
"금천구","ST-633","1825","한신아파트 앞 육교 아래","서울특별시 금천구 금하로1길 70독산동 1094 (성민성결교회 앞)","10","37.4547","126.891052"
"금천구","ST-634","1826","한신코아 앞","서울특별시 금천구 한내로 62독산동 1092 (도로다이어트 사업으로 보도 확장예정)","20","37.456841","126.888344"
"금천구","ST-660","1827","독산보도육교 앞 자전거 보관소","서울특별시 금천구 서부샛길 70독산동 724-5 (자전거종합서비스센터 앞쪽)","20","37.455849","126.893143"
"금천구","ST-636","1829","홈플러스 금천점 앞","서울특별시 금천구 시흥대로 391독산동 291-4","10","37.469139","126.897202"
"금천구","ST-637","1830","빅마켓 금천점 앞","서울특별시 금천구 두산로 71독산동 295-22","15","37.47023","126.895073"
"금천구","ST-638","1831","메이퀸웨딩컨벤션 앞","서울특별시 금천구 시흥대로 435독산동 152-12","10","37.4725","126.897957"
"금천구","ST-639","1833","독산역 1번출구 앞 자전거보관소","서울특별시 금천구 벚꽃로 115독산동 1081-9 (금천고가차도 하부 태영아파트 앞)","10","37.466541","126.890282"
"금천구","ST-640","1834","월드메르디앙 벤처센터 2차","서울특별시 금천구 가산디지털2로 123가산동 450-2","15","37.479084","126.879044"
"금천구","ST-641","1835","STX V타워","서울특별시 금천구 가산디지털1로 128가산동 371-37","10","37.47707","126.88443"
"금천구","ST-661","1836","금천구립 독산도서관","서울특별시 금천구 독산로54길 114독산동 375-2","7","37.467403","126.908142"
"금천구","ST-1140","1839","수출의 다리 아래","서울특별시 가산동 60-35수출의 다리 아래","20","37.477058","126.885185"
"금천구","ST-1141","1840","솔브레인이엔지 뒤편","서울특별시 가산동 219-18솔브레인이엔지 뒤편","20","37.475101","126.888069"
"금천구","ST-1142","1841","가산동 주민센터","서울특별시 가산동 144-3가산동 주민센터","10","37.476952","126.891869"
"금천구","ST-1143","1842","한울중학교","서울특별시 시흥동 1000-3한울중학교","15","37.462574","126.90686"
"금천구","ST-1144","1843","독산고등학교","서울특별시 독산동 906-42독산고등학교","10","37.477097","126.911133"
"금천구","ST-1146","1845","롯데캐슬골드파크1차 서문","서울특별시 금천구 벚꽃로40 롯데캐슬골드파크1차 서문","15","37.460289","126.892189"
"금천구","ST-1147","1846","롯데캐슬골드파크1차 동문","서울특별시 금천구 독산동 441-19 롯데캐슬골드파크1차 동문","15","37.460171","126.896042"
"금천구","ST-1148","1847","독산주공 14단지 버스정류소","서울특별시 금천구 안양천로독산주공 14단지 버스정류소","10","37.461033","126.8871"
"금천구","ST-1149","1848","벽산 디지털밸리 5차","서울특별시 금천구 가산동 60-73 벽산 디지털밸리 5차","10","37.476276","126.885391"
"금천구","ST-1276","1849","대륭포스트타워5차","서울특별시 금천구 디지털로9길 68대륭포스트타워5차","10","37.481354","126.88694"
"금천구","ST-1277","1850","코오롱테크노밸리","서울특별시 금천구 디지털로9길 56코오롱테크노밸리","10","37.48016","126.886368"
"금천구","ST-1403","1851","가산디지털단지 7번출구","서울특별시 금천구 벚꽃로 309가산디지털단지 7번출구","10","37.481232","126.881485"
"금천구","ST-1534","1853","서울디자인직업전문학교 앞","서울특별시 금천구 가산로 70서울디자인직업전문학교 앞","10","37.472481","126.895866"
"금천구","ST-1535","1854","가산아네스트 오피스텔 앞","서울특별시 금천구 남부순환로 1314가산아네스트 오피스텔 앞","10","37.47818","126.897408"
"금천구","ST-1536","1855","성지아파트 옆 도로변","서울특별시 금천구 시흥대로51길 55성지아파트 옆 도로변","10","37.451321","126.897621"
"금천구","ST-1537","1856","모두의학교","서울특별시 금천구 남부순환로128길 42모두의학교","10","37.478409","126.907372"
"금천구","ST-1538","1857","주공14단지","서울특별시 금천구 한내로 69-54주공14단지","15","37.46056","126.887093"
"금천구","ST-1648","1858","석수역1번출구 앞 (SK주유소)","서울특별시 금천구 시흥대로 39-7석수역1번출구 앞 (SK주유소)","10","37.437271","126.902687"
"노원구","ST-600","1601","석계역 문화광장 내 자전거 보관소","서울특별시 노원구 화랑로 331노원구 월계동 47-45","20","37.615299","127.064468"
"노원구","ST-913","1602","광운대역 앞","서울특별시 노원구 석계로 98-2노원구 월계동 412-1","15","37.622662","127.061897"
"노원구","ST-601","1603","롯데캐슬 102동 코너(월계주유소건너)","서울특별시 노원구 월계로 252노원구 월계동 860-16","10","37.624859","127.05014"
"노원구","ST-866","1605","헬스케어","서울특별시 노원구 월계로 378노원구 월계동 321-4","10","37.631622","127.061615"
"노원구","ST-602","1606","태릉입구역 3번출구","서울특별시 노원구 동일로 지하 992-1노원구 공릉동 616-4","10","37.619171","127.074928"
"노원구","ST-735","1608","공릉역 1번 출구 앞","서울특별시 노원구 동일로 지하 1074노원구 공릉동 385-4","10","37.626614","127.072754"
"노원구","ST-603","1610","화랑대역 2번출구 앞","서울특별시 노원구 화랑로 지하 510노원구 공릉동 280-12","20","37.620369","127.083641"
"노원구","ST-604","1611","과기대 입구(우)","서울특별시 노원구 공릉로 232노원구 공릉동 436-4","20","37.62994","127.076553"
"노원구","ST-605","1616","하계2동 공항버스정류장 옆","서울특별시 노원구 동일로 지하 1196노원구 하계동 273-5","10","37.635109","127.068329"
"노원구","ST-606","1617","하계동 중평어린이공원 앞","서울특별시 노원구 섬밭로 241하계동 271-1","20","37.63715","127.063271"
"노원구","ST-736","1619","중계동 하나프라자빌딩 앞(중1-1)","서울특별시 노원구 한글비석로 235노원구 중계동 391","10","37.649021","127.076408"
"노원구","ST-867","1620","중계동 노원구민체육센터 옆(중1-2)","서울특별시 노원구 노원로22길 1노원구 중계1동 360-18","10","37.648209","127.070221"
"노원구","ST-607","1623","노원 구민회관","서울특별시 노원구 동일로 1229노원구 중계동 507-3","20","37.638649","127.066292"
"노원구","ST-914","1625","상계역(4번출구)","서울특별시 노원구 상계로 182노원구 상계동 173-19","20","37.66","127.072968"
"노원구","ST-915","1627","수락산역 4번출구","서울특별시 노원구 동일로 지하 1662노원구 상계동 1263","14","37.676941","127.055099"
"노원구","ST-868","1628","노일초등학교 앞","서울특별시 노원구 동일로 1652노원구 상계동 1118-9","10","37.673618","127.055252"
"노원구","ST-869","1630","수연빌딩 앞","서울특별시 노원구 동일로 지하 1662노원구 상계동 1132-9","10","37.67625","127.055504"
"노원구","ST-608","1634","당고개공원 대여소","서울특별시 노원구 상계로 283노원구 상계동 65-43","15","37.669079","127.077591"
"노원구","ST-609","1635","상계34동 주민센터 대여소","서울특별시 노원구 덕릉로131길 8노원구 상계동 37-7","11","37.67271","127.08316"
"노원구","ST-610","1636","백병원 사거리 농협은행 앞","서울특별시 노원구 동일로 1351노원구 상계동 747","10","37.649212","127.061768"
"노원구","ST-611","1637","KT 노원점 건물 앞","서울특별시 노원구 노해로 489노원구 상계동 719-1","15","37.654701","127.0634"
"노원구","ST-612","1639","희성오피앙","서울특별시 노원구 동일로 1701노원구 상계동 1263","10","37.680313","127.055069"
"노원구","ST-971","1640","한내근린공원 북측","서울특별시 노원구 마들로 86한내근린공원 북측","10","37.623863","127.068489"
"노원구","ST-970","1641","한내근린공원 남측","서울특별시 노원구 마들로 86한내근린공원 남측","15","37.621555","127.069511"
"노원구","ST-964","1642","서울여대 남문","서울특별시 노원구 화랑로51길 38서울여대 남문","7","37.625435","127.088493"
"노원구","ST-1111","1643","태릉입구역 8번출구","서울특별시 노원구 공릉동 687-6태릉입구역 8번출구","10","37.617367","127.075211"
"노원구","ST-1114","1646","삼육대 입구","서울특별시 노원구 공릉동 26-43삼육대 입구","20","37.638489","127.107903"
"노원구","ST-1118","1650","중계근린공원내","서울특별시 노원구 중계동 506-3중계근린공원내","20","37.63958","127.065102"
"노원구","ST-1119","1651","맥도날드 상계점 앞","서울특별시 노원구 상계동 1118-9맥도날드 상계점 앞","20","37.672375","127.055992"
"노원구","ST-1120","1652","파르코 앞","서울특별시 노원구 상계동 1263파르코 앞","10","37.68","127.05558"
"노원구","ST-1121","1653","노원역1번출구","서울특별시 노원구 상계동 335-4노원역1번출구","10","37.6562","127.063622"
"노원구","ST-1122","1654","당고개입구 오거리","서울특별시 노원구 상계동 172-2보훈회관 대여소","15","37.663792","127.075447"
"노원구","ST-1123","1655","공릉1단지아파트","서울특별시 동일로 1127공릉1단지아파트","15","37.631111","127.07016"
"노원구","ST-1124","1656","중앙하이츠 아파트 입구","서울특별시 노원구 노원로 428중앙하이츠 아파트 입구","10","37.654999","127.067436"
"노원구","ST-1125","1657","노원구청","서울특별시 노원구 노해로 437 노원구청 ","10","37.654049","127.057327"
"노원구","ST-1127","1659","중계동 을지중학교","서울특별시 노원구 중계동 370중계동 을지중학교","10","37.65033","127.071602"
"노원구","ST-1128","1660","서울시립과학관","서울특별시 노원구 하계동 266서울시립과학관","8","37.642071","127.076622"
"노원구","ST-1278","1661","당현천근린공원","서울특별시 노원구 동일로 1342당현천근린공원","10","37.649639","127.065605"
"노원구","ST-1279","1662","노원역7번출구","서울특별시 노원구 노해로 467노원역 7번출구","15","37.654114","127.059151"
"노원구","ST-1280","1663","동해문화예술관앞","서울특별시 노원구 화랑로 429동해문화예술관앞","20","37.619381","127.057854"
"노원구","ST-1281","1664","노해근린공원내","서울특별시 노원구 노원로22길 1노해근린공원내","10","37.649361","127.070442"
"노원구","ST-1282","1665","양지근린공원앞","서울특별시 노원구 한글비석로 227양지근린공원앞","10","37.647335","127.076424"
"노원구","ST-1283","1666","노원소방서인근","서울특별시 노원구 노원로26길 111노원소방서인근","10","37.655781","127.071777"
"노원구","ST-1284","1667","중계중학교","서울특별시 노원구 덕릉로76길 23중계중학교","10","37.654499","127.074387"
"노원구","ST-1285","1668","중계역 6번출구","서울특별시 노원구 동일로 지하 1308-1중계역 6번출구","10","37.645508","127.063255"
"노원구","ST-1286","1669","중계역 3번출구","서울특별시 노원구 동일로 지하 1308-1중계역 3번출구","9","37.643528","127.065224"
"노원구","ST-1287","1670","노원경찰서교차로","서울특별시 노원구 노원로 283노원경찰서교차로","15","37.64341","127.071838"
"노원구","ST-1288","1671","인덕대학교","서울특별시 노원구 초안산로 12인덕대학교","15","37.629349","127.054825"
"노원구","ST-1289","1672","상계동수락리버시티","서울특별시 노원구 누원로 18상계동수락리버시티","15","37.688599","127.053406"
"노원구","ST-1290","1673","노원역?5번출구","서울특별시 노원구 동일로 1404노원역 5번출구","10","37.653976","127.060974"
"노원구","ST-1291","1674","서울북부고용센터앞","서울특별시 노원구 노해로 450서울북부고용센터앞","15","37.653549","127.058083"
"노원구","ST-1348","1675","월계문화체육센터","서울특별시 노원구 월계로 280월계문화체육센터","14","37.626942","127.05513"
"노원구","ST-1349","1677","육군사관학교  앞","서울특별시 노원구 화랑로 570육군사관학교 앞","10","37.623165","127.0905"
"노원구","ST-1394","1678","성서대학교 밀알관","서울특별시 노원구 동일로214길 32성서대학교 밀알관","15","37.648438","127.064445"
"노원구","ST-1395","1679","삼육대 도서관","서울특별시 노원구 화랑로 815삼육대 도서관","15","37.64283","127.106667"
"노원구","ST-1396","1680","삼육대 제3과학관","서울특별시 노원구 화랑로 653삼육대 후문 삼거리","10","37.642654","127.108383"
"노원구","ST-1425","1681","현대6차 아파트","서울특별시 노원구 중계로8길 20현대6차 아파트","12","37.645802","127.08226"
"노원구","ST-1426","1682","중계종합사회복지관 교차로","서울특별시 노원구 덕릉로 662중계종합사회복지관 교차로","13","37.656799","127.077606"
"노원구","ST-1473","1683","노원문화예술회관","서울특별시 노원구 중계로 181노원문화예술회관","10","37.650459","127.080887"
"노원구","ST-1474","1684","태릉입구역 5번출구","서울특별시 노원구 동일로 986태릉입구역 5번출구와 6번출구 사이","20","37.61832","127.07563"
"노원구","ST-1475","1685","불암고등학교 앞 횡단보도","서울특별시 노원구 중계로 155불암고등학교 앞 횡단보도","8","37.64819","127.080482"
"노원구","ST-1476","1686","온수골사거리(스타벅스앞)","서울특별시 노원구 동일로227길 85온수골사거리(스타벅스앞)","10","37.66114","127.058052"
"노원구","ST-1639","1688","마들역 7번출구","서울특별시 노원구 동일로 지하 1530-1마들역 7번출구","9","37.665661","127.057297"
"노원구","ST-1640","1689","마들역 3번출구","서울특별시 노원구 동일로 지하 1530-1마들역 3번출구","10","37.665249","127.057892"
"노원구","ST-1641","1690","도봉운전면허시험장","서울특별시 노원구 동일로 1449도봉운전면허시험장","10","37.65773","127.059311"
"노원구","ST-1642","1691","노원정보도서관","서울특별시 노원구 노원로34길 43노원정보도서관","10","37.660709","127.065331"
"도봉구","ST-613","1702","녹천역 1번출구 앞","서울특별시 도봉구 덕릉로 376창동 57-11","10","37.646172","127.05056"
"도봉구","ST-657","1703","도봉산광역환승센터앞","서울특별시 도봉구 도봉로 955도봉동 637-1","15","37.68972","127.045197"
"도봉구","ST-614","1705","도봉구청 정문앞","서울특별시 도봉구 마들로 656방학동 720","8","37.669224","127.046516"
"도봉구","ST-916","1706","기업은행 앞","서울특별시 도봉구 도봉로 683방학동 726-92","10","37.665665","127.042671"
"도봉구","ST-615","1707","도봉구민회관","서울특별시 도봉구 도봉로 552창동 723-11","15","37.654461","127.038513"
"도봉구","ST-658","1708","보건소사거리(다비치안경창동점)","서울특별시 도봉구 해등로 150창동 723-10","8","37.65683","127.039848"
"도봉구","ST-616","1709","쌍문역4번출구 주변","서울특별시 도봉구 도봉로 지하 486-1쌍문동 83-5","15","37.650127","127.035347"
"도봉구","ST-617","1712","창동역공영주차장앞","서울특별시 도봉구 마들로11길 74도봉구 창동 1-9","15","37.654049","127.050201"
"도봉구","ST-1129","1713","쌍문동 청소년 랜드","서울특별시  도봉구 노해로140쌍문동 청소년 랜드","10","37.647266","127.025879"
"도봉구","ST-1130","1714","도봉문화정보도서관 삼거리","서울특별시 도봉구 덕릉로 315도봉문화정보도서관 삼거리","10","37.64463","127.044609"
"도봉구","ST-1131","1715","서울특별시교육청도봉도서관","서울특별시 도봉구 삼양로556서울특별시교육청도봉도서관","20","37.653179","127.012787"
"도봉구","ST-1132","1716","하나로마트 창동점","서울특별시 도봉구 마들로11길 20하나로마트 창동점","10","37.654202","127.050728"
"도봉구","ST-1133","1717","시립창동운동장 입구","서울특별시 도봉구 창동 1-24시립창동운동장 입구","15","37.655708","127.050102"
"도봉구","ST-1135","1719","신도봉사거리 버스정류장","서울특별시  도봉구 도봉로 771신도봉사거리 버스정류장","10","37.673283","127.043991"
"도봉구","ST-1136","1720","도봉구청 옆(중랑천변)","서울특별시 도봉구 마들로 656도봉구청 옆(중랑천변)","27","37.668671","127.047981"
"도봉구","ST-1137","1721","창동역 2번출구","서울특별시 창동 74-2 창동역 2번출구 ","12","37.653015","127.046997"
"도봉구","ST-1292","1722","창동청소년수련관","서울특별시 도봉구 노해로69길 132창동청소년수련관","15","37.657799","127.050049"
"도봉구","ST-1293","1723","방학동학마을도서관","서울특별시 도봉구 시루봉로 128방학동학마을도서관","10","37.662079","127.027718"
"도봉구","ST-1295","1725","창1동주민센터","서울특별시 도봉구 해등로 46창1동주민센터","10","37.647503","127.043312"
"도봉구","ST-1296","1726","삼익세라믹아파트교차로","서울특별시 도봉구 해등로 189삼익세라믹아파트","8","37.658588","127.03521"
"도봉구","ST-1297","1727","서울도봉초등학교인근","서울특별시 도봉구 도봉로173길 96서울도봉초등학교인근","15","37.678677","127.040764"
"도봉구","ST-1434","1728","서울북부지방법원","서울특별시 도봉구 마들로 749서울북부지방법원","15","37.677666","127.046242"
"도봉구","ST-1461","1729","파리바게트앞","서울특별시 도봉구 도봉로 891파리바게트앞","10","37.68401","127.045792"
"도봉구","ST-1462","1730","도봉산역 교차로 앞","서울특별시 도봉구 도봉산길 10도봉산역 교차로 앞","10","37.687592","127.045502"
"도봉구","ST-1464","1732","우리은행 앞","서울특별시 도봉구 도봉로 707우리은행 앞","10","37.667599","127.042999"
"도봉구","ST-1465","1733","방학사거리 (봄마당 앞)","서울특별시 도봉구 방학로 102방학사거리 (봄마당 앞)","12","37.662979","127.041939"
"도봉구","ST-1466","1734","쌍문현대1차아파트 108동 앞","서울특별시 도봉구 해등로 218쌍문현대1차아파트 108동 앞","10","37.65815","127.032669"
"도봉구","ST-1467","1735","도봉역 12번 출구사이 건너편","서울특별시 도봉구 도봉로170길 2도봉역 12번 출구사이 건너편","13","37.679119","127.044983"
"도봉구","ST-1468","1736","버스정류장 앞","서울특별시 도봉구 도봉로 528버스정류장 앞","12","37.652241","127.037064"
"도봉구","ST-1469","1737","하나은행 (창동점)","서울특별시 도봉구 덕릉로 249하나은행 (창동점)","8","37.639702","127.038834"
"도봉구","ST-1638","1741","제일강산수산입구","서울특별시 도봉구 도봉로 444제일강산수산입구","15","37.645199","127.032982"
"동대문구","ST-260","600","휘경2동 주민센터","서울특별시 동대문구 한천로 329휘경2동 주민센터","10","37.589912","127.06868"
"동대문구","ST-261","601","용신동주민센터","서울특별시 동대문구 용두동 65-25용신동주민센터","10","37.575947","127.037361"
"동대문구","ST-262","602","장안동 사거리","서울특별시 동대문구 장한로 25길 2장안동 사거리","10","37.572174","127.071388"
"동대문구","ST-264","604","답십리초등학교 옆 공원","서울특별시 동대문구 전농로3길 23답십리초등학교 옆 공원","15","37.569656","127.055962"
"동대문구","ST-265","605","신설동역8번출구","서울특별시 동대문구 천호대로 26신설동역9번출구","8","37.5742","127.026497"
"동대문구","ST-266","606","휘경공고앞","서울특별시 동대문구 겸재로 21휘경공고앞","6","37.584625","127.07029"
"동대문구","ST-268","608","전농삼성아파트","서울특별시 동대문구 전농로 192전농삼성아파트","10","37.58131","127.055344"
"동대문구","ST-269","609","제기2교","서울특별시 동대문구 제기동122-388제기2교","20","37.587791","127.037361"
"동대문구","ST-270","610","동대문중 교차로","서울특별시 동대문구 답십리동 524-1동대문중 교차로","10","37.573086","127.052162"
"동대문구","ST-271","612","시립동부병원 앞 사거리","서울특별시 동대문구 용두동 237-10 시립동부병원 앞 사거리","20","37.573666","127.030815"
"동대문구","ST-272","613","신설동역 10번출구 앞","서울특별시 동대문구 신설동 92-34신설동역 10번출구 앞","10","37.575272","127.023468"
"동대문구","ST-273","614","용두동 사거리","서울특별시 동대문구 용두동 237-10용두동 사거리","20","37.577686","127.031013"
